github.com/openacid/low/bitmap,https://github.com/openacid/low/blob/v0.1.21/LICENSE,MIT
github.com/pelletier/go-toml/v2,https://github.com/pelletier/go-toml/blob/v2.4.3/LICENSE,MIT
github.com/pierrec/lz4/v4,https://github.com/pierrec/lz4/blob/v4.1.27/LICENSE,BSD-3-Clause
github.com/quic-go/qpack,https://github.com/quic-go/qpack/blob/v0.6.0/LICENSE.md,MIT
github.com/quic-go/quic-go,https://github.com/quic-go/quic-go/blob/v0.60.0/LICENSE,MIT
github.com/rasky/go-lzo,https://github.com/rasky/go-lzo/blob/96a758eda86e/LICENSE.gpl,GPL-2.0
github.com/remyoudompheng/bigfft,https://github.com/remyoudompheng/bigfft/blob/24d4a6f8daec/LICENSE,BSD-3-Clause
github.com/rivo/uniseg,https://github.com/rivo/uniseg/blob/v0.4.7/LICENSE.txt,MIT
github.com/robfig/cron/v3,https://github.com/robfig/cron/blob/v3.0.1/LICENSE,MIT
github.com/sagikazarmark/locafero,https://github.com/sagikazarmark/locafero/blob/v0.12.0/LICENSE,MIT
github.com/samber/lo,https://github.com/samber/lo/blob/v1.53.0/LICENSE,MIT
github.com/sina-ghaderi/poly1305,https://github.com/sina-ghaderi/poly1305/blob/c5926b03988b/LICENSE,GPL-3.0
github.com/sina-ghaderi/rabaead,https://github.com/sina-ghaderi/rabaead/blob/ab6e06b96e8c/LICENSE,GPL-3.0
github.com/sina-ghaderi/rabbitio,https://github.com/sina-ghaderi/rabbitio/blob/9ce26f4f872e/LICENSE,Apache-2.0
github.com/sirupsen/logrus,https://github.com/sirupsen/logrus/blob/v1.9.4/LICENSE,MIT
github.com/spf13/afero,https://github.com/spf13/afero/blob/v1.15.0/LICENSE.txt,Apache-2.0
github.com/spf13/cast,https://github.com/spf13/cast/blob/v1.10.0/LICENSE,MIT
github.com/spf13/cobra,https://github.com/spf13/cobra/blob/v1.10.2/LICENSE.txt,Apache-2.0
github.com/spf13/pflag,https://github.com/spf13/pflag/blob/v1.0.10/LICENSE,BSD-3-Clause
github.com/spf13/viper,https://github.com/spf13/viper/blob/v1.21.0/LICENSE,MIT
github.com/subosito/gotenv,https://github.com/subosito/gotenv/blob/v1.6.0/LICENSE,MIT
github.com/u-root/uio,https://github.com/u-root/uio/blob/d2acac8f3701/LICENSE,BSD-3-Clause
github.com/ugorji/go/codec,https://github.com/ugorji/go/blob/codec/v1.3.1/codec/LICENSE,MIT
github.com/vmihailenco/msgpack/v5,https://github.com/vmihailenco/msgpack/blob/v5.4.1/LICENSE,BSD-2-Clause
github.com/vmihailenco/tagparser/v2,https://github.com/vmihailenco/tagparser/blob/v2.0.0/LICENSE,BSD-2-Clause
github.com/xo/terminfo,https://github.com/xo/terminfo/blob/abceb7e1c41e/LICENSE,MIT
github.com/yosida95/uritemplate/v3,https://github.com/yosida95/uritemplate/blob/v3.0.2/LICENSE,BSD-3-Clause
gitlab.com/go-extension/aes-ccm,https://gitlab.com/go-extension/aes-ccm/-/blob/e58665ef23c7/LICENSE,MIT
gitlab.com/yawning/bsaes.git,https://gitlab.com/yawning/bsaes/-/blob/0a714cd429ec/LICENSE.txt,MIT
go.mongodb.org/mongo-driver/v2,https://github.com/mongodb/mongo-go-driver/blob/v2.8.0/LICENSE,Apache-2.0
go.yaml.in/yaml/v3,https://github.com/yaml/go-yaml/blob/v3.0.4/LICENSE,MIT
